codigo_ocorrencia4;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
45090;IG-502/CENIPA/2017 - 03;2017-06-22;2017-06-30;NULL;Atuar junto ao Aeroclube de Santa Maria, a fim de que seja implantado um Plano de Missões, adequando aquela instituição ao preconizado no Manual do Curso de Piloto Privado (MCA 58-3).;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45088;A-029/CENIPA/2013-RSV001;2013-07-30;2013-08-12;2013-10-11;Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários, operadores e exploradores de aeronaves, com enfoque para os fatores de julgamento, processo decisório e planejamento que influenciaram nessa ocorrência.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45088;A-029/CENIPA/2013-RSV002;2013-07-30;2013-08-12;2013-09-23;Reavaliar os requisitos e a funcionalidade do sistema DCERTA (Decolagem Certa), uma vez que, mesmo tendo detectado a não conformidade, possibilitou que o piloto sem a habilitação técnica de voo por instrumentos, necessária ao tipo de plano de voo por ele assinado (plano *Y*), teve o plano aceito por meio do preenchimento de uma declaração de regularidade.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45087;A-550/CENIPA/2011 - 01;2019-08-06;2019-08-20;2020-08-14;ATUAR JUNTO à APLITEC AERO AGRíCOLA LTDA., A FIM DE GARANTIR QUE AQUELA EMPRESA ADOTA MECANISMOS DE SUPERVISãO GERENCIAL, NO âMBITO OPERACIONAL, VISANDO ASSEGURAR QUE OS PLANEJAMENTOS DE VOO DE SEUS PILOTOS CONTEMPLAM A LOCALIZAçãO DE OBSTáCULOS QUE REPRESENTEM RISCOS àS OPERAçõES AEROAGRíCOLAS.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45087;A-550/CENIPA/2011 - 02;2019-08-06;2019-08-20;2020-05-06;ATUAR JUNTO à USINA ESTIVES, A FIM DE ASSEGURAR QUE AQUELA EMPRESA ADOTE AS PROVIDêNCIAS NECESSáRIAS à ADEQUAçãO DA SINALIZAçãO DOS CABOS DE SUSTENTAçãO DAS SUAS TORRES AO QUE PRESCREVE A PORTARIA 957/GM3, DE 09JUL2015, DO COMANDO DA AERONáUTICA, E SUAS ALTERAçõES.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
45087;A-550/CENIPA/2011 - 03;2019-08-06;2019-08-20;NULL;DIVULGAR OS ENSINAMENTOS COLHIDOS DA PRESENTE INVESTIGAçãO, JUNTO AOS DIVERSOS OPERADORES DA AVIAçãO AGRíCOLA, BUSCANDO RESSALTAR AS SEMELHANçAS ENTRE OS ASPECTOS LEVANTADOS NESTA INVESTIGAçãO E A REALIDADE VIVENCIADA PELOS OPERADORES DESTE SEGMENTO DA AVIAçãO CIVIL.;***;SINDAG;SINDICATO NACIONAL DAS EMPRESAS DE AVIAÇÃO AGRÍCOLA
45070;A-610/CENIPA/2014 – 001;2015-03-06;2015-03-20;2015-10-22;Orientar a empresa Vilela Agro Aérea Ltda. para reavaliar o processo de manuseio e abastecimento das aeronaves, com o intuito de eliminar qualquer possibilidade de contaminação do combustível.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45065;A-561/CENIPA/2011 - 01;2016-03-18;2016-05-17;2017-02-21;Estabelecer, no RBHA 91, requisitos para voo VFR noturno de helicópteros, a fim de restringir a operação à situação em que os pilotos possam assegurar todo o voo com referência visual com a superfície, inclusive referências luminosas em período noturno.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45065;A-561/CENIPA/2011 - 02;2016-03-18;2016-05-17;NULL;Analisar a possibilidade de restringir a operação na REH Boa Vista ao período diurno, com a finalidade de evitar a possibilidade de entrada inadvertida IMC, devido às características meteorológicas e geográficas da região, e a consequente desorientação da navegação em área montanhosa.;***;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
45062;A-613/CENIPA/2014 – 001;2015-03-20;2015-04-20;2015-08-21;Divulgar o conteúdo deste Relatório Final Simplificado em palestras, simpósios e eventos de segurança operacional, com o objetivo de alertar quanto aos perigos na operação de aeronaves anfíbias.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45062;A-613/CENIPA/2014 – 002;2015-03-20;2015-04-20;2015-08-17;Divulgar o conteúdo deste Relatório Final Simplificado aos Inspetores de Aviação Civil e Examinadores Credenciados da ANAC, com o objetivo de alertar quanto aos perigos na operação de aeronaves anfíbias.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45061;A-030/CENIPA/2014 -  001;2014-06-16;2014-08-11;NULL;Divulgar o presente relatório entre seus associados, com ênfase nos fatores contribuintes, para fins de prevenção do tipo de ocorrência.;ADOTADA;ABAG;ASSOCIAÇÃO BRASILEIRA DE AVIAÇÃO GERAL
45061;A-030/CENIPA/2014 -  002;2014-06-16;2014-08-11;NULL;Divulgar o presente relatório entre seus associados, com ênfase nos fatores contribuintes, para fins de prevenção do tipo de ocorrência.;***;APPA;ASSOCIAÇÃO DE PILOTOS E PROPRIETÁRIOS DE AERONAVES
45058;A-510/CENIPA/2016- 01;2020-12-29;2021-01-29;2021-10-27;Realizar auditoria na Helisul Táxi aéreo Ltda., com intuito de atestar a conformidade dos aspectos relacionados à supervisão gerencial da empresa, no tocante às atividades programadas e quanto à coordenação dos trabalhos executados pelo Controle Técnico de Manutenção da empresa, a fim de garantir o cumprimento dos requisitos de inspeção previstos no programa de manutenção aprovado para a empresa e nos manuais de manutenção dos fabricantes.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45058;A-510/CENIPA/2016- 02;2020-12-29;2021-01-29;2021-04-29;Realizar auditoria no setor de operações aéreas do Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA), a fim de verificar a conformidade dos aspectos relacionados ao planejamento gerencial do Instituto, no tocante ao modelo de gestão adotado para o acompanhamento e a supervisão dos serviços de manutenção executados pelo arrendatário do helicóptero utilizado pelo órgão ambiental.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45058;A-510/CENIPA/2016- 03;2020-12-29;2021-01-29;2021-04-29;Orientar o IBAMA a estabelecer um método formal capaz de garantir controle e supervisão dos serviços de manutenção por parte do operador, evitando que as aeronaves da instituição sejam submetidas às tarefas de revisão fora da periodicidade estabelecida nas publicações técnicas do fabricante.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45058;A-510/CENIPA/2016- 04;2020-12-29;2021-01-29;2021-04-29;Orientar o IBAMA para implementar uma rotina de controle e verificação dos tripulantes cedidos por empresas aéreas, bem como, por outras organizações, quanto à experiência recente, à qualificação e ao treinamento periódico.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45058;A-510/CENIPA/2016- 05;2020-12-29;2021-01-29;2021-11-09;Verificar junto à Helisul a conformidade dos serviços de manutenção programada realizados fora de sede, sem autorização prévia da ANAC, quanto ao caráter de excepcionalidade, referente à frequência da execução em uma mesma aeronave e localidade.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45058;A-510/CENIPA/2016- 06;2020-12-29;2021-01-29;2021-11-09;Realizar gestões junto à Helisul Taxi Aéreo, a fim de garantir que esta adote procedimentos para rever a metodologia de controle e supervisão dos serviços de manutenção, desenvolvidos pelo CTM da empresa, a fim de evitar que a execução de tarefas não previstas na programação das inspeções ou fora da periodicidade  estabelecida pelo fabricante sejam realizadas.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45058;A-510/CENIPA/2016- 07;2020-12-29;2021-01-29;2021-04-29;Realizar gestões junto à Helisul Taxi Aéreo, a fim de garantir que esta oriente os pilotos para a necessidade do emprego do checklist de Emergência e de medidas adequadas para a preservação da tripulação, dos passageiros e da aeronave, durante uma situação adversa.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45056;A-052/CENIPA/2013 - RSV 001;2013-10-25;2014-11-03;2014-12-30;Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários, operadores, exploradores de helicópteros da aviação geral.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45056;A-052/CENIPA/2013 - RSV 002;2013-10-25;2014-11-03;2016-05-24;Reforçar junto às escolas de instrução e inspetores da aviação civil sobre a necessidade de enfatizar aos alunos e aos pilotos em avaliação, a fiel observância dos limites operacionais das aeronaves, dos aspectos meteorológicos e das regulamentações aeronáuticas em vigor, com vistas ao sucesso do planejamento dos voos, o que trará suporte para mais adequados processos decisórios, minimizando a possibilidade de que eventos dessa natureza se repitam.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45056;A-052/CENIPA/2013 - RSV 003;2013-10-25;2014-11-03;2014-12-30;Divulgar os ensinamentos colhidos da presente investigação, no âmbito dos pilotos que atuam na Aviação Geral, por intermédio da Associação Brasileira de Aviação Geral - ABAG, com o destaque para a fiel observância as limitações de certificação das aeronaves, dos aspectos meteorológicos e das regulamentações aeronáuticas em vigor, com vistas ao sucesso do planejamento dos voos, o que trará suporte para mais adequados processos decisórios.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45054;A-033/CENIPA/2013-RSV001;2013-12-30;2014-03-19;2014-07-30;Realizar auditoria na Oficina Nacional Manutenção de Aeronaves Ltda., com a finalidade de analisar e propor melhorias no processo de execução e registro de manutenção dos modelos de aeronaves constantes do Adendo ao seu Certificado de Homologação de Empresa.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45054;A-033/CENIPA/2013-RSV002;2013-12-30;2014-03-19;2014-07-30;Promover a divulgação deste relatório junto às oficinas de manutenção e aos proprietário/operadores de aeronaves, tendo por objetivo disseminar os ensinamentos adquiridos.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45053;A-022/CENIPA/2013-RSV001;2013-07-26;2013-08-12;2013-11-20;Atuar junto aos operadores privados, a fim de orientá-los quanto à adoção de mecanismos de Supervisão Gerencial, nos âmbitos administrativo e operacional, visando assegurar que as operações aéreas somente ocorram com pilotos efetivamente atualizados sobre os conhecimentos técnicos das aeronaves.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45053;A-022/CENIPA/2013-RSV002;2013-07-26;2013-08-12;2013-10-07;Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários, operadores e exploradores de aeronaves.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45052;361/2012;2012-08-07;2012-10-16;NULL;"""Adotar providências visando o permanente funcionamento da """"biruta"""" no aeródromo de Iguatu, CE (SNIG).""";***;SI-CE;SECRETARIA DE INFRAESTRUTURA DO GOVERNO DO ESTADO DO CEARÁ
45052;362/2012;2012-08-07;2012-10-16;2012-12-10;Atuar junto à Ceará Táxi Aéreo Ltda., visando reforçar o treinamento de pousos no Programa de Treinamento da empresa.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45052;363/2012;2012-08-07;2012-10-16;2012-11-19;"""Realizar auditoria técnica junto à Ceará Táxi Aéreo Ltda., buscando se certificar de que o controle do programa de manutenção, periódico e """"geriátrico"""", das aeronaves modelo C-310Q, está em conformidade com o previsto pelo fabricante.""";ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45052;364/2012;2012-08-07;2012-10-16;2014-04-10;"""Realizar auditoria técnica junto à Aero Táxi Poty Ltda., buscando se certificar de que o cumprimento do programa de manutenção, periódico e """"geriátrico"""", das aeronaves modelo C-310Q, está em conformidade com o previsto pelo fabricante.""";ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45052;365/2012;2012-08-07;2012-10-16;2012-11-19;Incrementar a fiscalização das empresas de táxi-aéreo, em especial no tocante ao acompanhamento do Programa de Manutenção, visando verificar se as inspeções e procedimentos estão em conformidade com o previsto pelo fabricante.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45051;A-501/CENIPA/2021 - 01;2021-07-08;2021-07-30;2021-08-31;Divulgar os ensinamentos colhidos na presente investigação aos operadores da aeronave IPE KW1, acerca dos aspectos relacionados às condições inseguras que favorecem à perda de controle em voo e às instruções relativas à utilização de lastro.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45049;A-519/CENIPA/2015 - 001;2015-06-06;2015-08-21;2015-12-15;Tendo em vista os fatos relatados neste relatório, realizar auditoria técnica junto ao operador da aeronave, buscando certificar se a manutenção programada de suas aeronaves, bem como os serviços fora de sede que são realizados por oficina homologada pela ANAC.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45048;A-518/CENIPA/2018 - 01;2018-12-04;2019-01-09;2019-06-11;ATUAR JUNTO à AEROCON ESCOLA DE AVIAçãO CIVIL, A FIM DE QUE AQUELE OPERADOR FORMALIZE A PADRONIZAçãO DE SUA INSTRUçãO AéREA, SOBRETUDO NO QUE DIZ RESPEITO AOS REQUISITOS DE UM VOO DE NAVEGAçãO, AOS PARâMETROS DE SEGURANçA A SEREM SEGUIDOS E AOS NíVEIS DE APRENDIZAGEM A SEREM ATINGIDOS PELO PILOTO EM INSTRUçãO.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45048;A-518/CENIPA/2018 - 02;2018-12-04;2019-01-09;2019-06-11;ATUAR JUNTO à AEROCON ESCOLA DE AVIAçãO CIVIL, A FIM DE REAVALIAR A ADEQUABILIDADE DO SISTEMA DE GERENCIAMENTO DA SEGURANçA OPERACIONAL (SGSO) ADOTADO POR AQUELE OPERADOR, SOBRETUDO NO QUE DIZ RESPEITO AOS MECANISMOS DE SUPERVISãO GERENCIAL ESTABELECIDOS, VISANDO O ADEQUADO CUMPRIMENTO DO MANUAL DO CURSO DE PILOTO COMERCIAL ? HELICóPTERO.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45048;A-518/CENIPA/2018 - 03;2018-12-04;2019-01-09;2019-06-11;ATUAR JUNTO à AEROCON ESCOLA DE AVIAçãO CIVIL, A FIM DE QUE AQUELE OPERADOR INTENSIFIQUE AS AçõES DE PREVENçãO DE ACIDENTES CONSTANTES EM SEU MANUAL DE GERENCIAMENTO DA SEGURANçA OPERACIONAL, COM A FINALIDADE DE AUMENTAR A CONSCIENTIZAçãO DE ALUNOS E INSTRUTORES SOBRE OS RISCOS DECORRENTES DA NãO OBSERVâNCIA DAS NORMAS E REGULAMENTOS AERONáUTICOS.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45047;008/D/12;2012-01-31;2012-12-11;2013-03-26;Reavaliar e incrementar ações efetivas de fiscalização para evitar que pilotos, com CHT e CCF vencidos, exerçam a atividade aérea com função a bordo, contrariando o que está previsto na legislação atualizada e vigente que regula a aviação civil brasileira.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45047;325/D/11;2012-02-06;2012-02-06;2012-05-24;Criar mecanismos para evitar que pilotos com CHT e CCF vencidos exerçam a atividade aérea com função a bordo em aeronaves.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45025;A-509/CENIPA/2014 - 001;2015-03-20;2015-04-20;NULL;Tendo em vista os fatos relatados neste relatório, realizar gestões junto à Escola de Aviação Civil Golden Wings Ltda., de modo a orientar pilotos e pessoal de apoio para o que prevê a ABNT NBR 15216, que trata da qualidade e dos cuidados no transporte, armazenamento e abastecimento de combustíveis de aviação.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
44990;012/D/12;2012-02-27;2012-12-11;2015-12-21;Realizar uma verificação nas demais aeronaves da frota, quanto ao estado de limpeza dos tanques, filtros e bombas de combustível.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
44990;013/D/12;2012-02-27;2012-12-11;2013-05-17;Estudar a possibilidade de aplicação de aditivos capazes de deter o crescimento das colônias e também fazê-las regredir, eliminando os microorganismos e tornando o tanque novamente estéril, em função do clima da região de operação.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
44990;014/D/12;2012-02-27;2012-12-11;2013-04-19;Realizar controle dos fornecedores de combustível, exigindo testes de detecção de água antes de todos os abastecimentos.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
44988;426/2012;2012-09-20;2012-11-01;2013-02-25;Reavaliar a autorização de desvio concedida à Roraima Táxi-Aéreo Ltda. para a operação na pista da aldeia de Onkiola, no estado de Roraima, com o intuito de tornar mais segura a operação na referida localidade.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
44988;427/2012;2012-09-20;2012-11-01;2013-02-25;Reavaliar os Manuais de Gerenciamento de Risco da Operação das Pistas não Registradas e Manual de Performance, Peso e Balanceamento das Pistas não Registradas, ambos confeccionados pela Roraima Táxi-Aéreo Ltda. e aprovados pela ANAC, nos quais são observadas divergências operacionais, dificultando a interpretação do conteúdo proposto.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
44988;428/2012;2012-09-20;2012-11-01;2013-02-25;Atuar junto à Roraima Táxi-Aéreo, a fim de reavaliar a operação na localidade de Onkiola, com o intuito de mitigar os riscos provenientes da utilização de pistas com dimensões iguais ou inferiores a 400 metros de comprimento.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
44988;429/2012;2012-09-20;2012-11-01;2013-02-25;Atuar junto à Roraima Táxi-Aéreo, a fim de que sejam efetuadas reuniões periódicas com os pilotos, visando abordar dificuldades encontradas na operação em localidades com maior grau de risco e reavaliar os Manuais de Operação da empresa, no que se refere à clareza do texto e aspectos operacionais estabelecidos.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
44986;A-181/CENIPA/2011;2011-08-25;2011-08-25;2015-09-21;Tendo em vista a emissão do Boletim Técnico n° 139-265 pela Agusta, a emissão da Diretriz de Aeronavegabilidade de Emergência AD n° 2011-0156-E pela EASA, os reportes de dificuldades em serviço e os fatos conhecidos até o presente momento em relação às pás do rotor de cauda do helicóptero modelo AW139, avaliar junto à Autoridade Primária de Certificação (EASA) se as medidas mitigadoras adotadas são suficientes para assegurar um controle adequado das falhas nas referidas pás e permitem que a aeronave seja operada no Brasil em conformidade com os requisitos de certificação de tipo aplicáveis.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
44986;A-546/CENIPA/2015 - 01;2017-06-22;2017-06-30;2022-03-22;Reavaliar, em conjunto com a EASA e a AGUSTA, o processo de certificação do helicóptero AW139 em relação ao cumprimento da seção JAR 29.695 (b), de forma a considerar a necessidade de duplicidade da TRSOV nos dois sistemas hidráulicos.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
44986;A-546/CENIPA/2015 - 02;2017-06-22;2017-06-30;2022-05-19;Reavaliar, em conjunto com a EASA e a AGUSTA, os testes previstos na TRSOV, realizados ao término da produção, com a finalidade de verificar a sua confiabilidade diante das condições enfrentadas no acidente em questão.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
