codigo_ocorrencia3;fator_nome;fator_aspecto;fator_condicionante;fator_area
49120;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
49120;PROCESSO DECISÓRIO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
49119;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
49119;CONDIÇÕES METEOROLÓGICAS ADVERSAS;ELEMENTOS RELACIONADOS AO AMBIENTE OPERACIONAL;***;FATOR OPERACIONAL
49119;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
49118;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
49118;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
49118;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
49117;ESQUECIMENTO DO PILOTO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
49116;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
49116;CAPACITAÇÃO E TREINAMENTO;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
49116;INDÍCIOS DE ESTRESSE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
49116;INFLUÊNCIAS EXTERNAS;ASPECTO PSICOLÓGICO;PSICOSSOCIAL;FATOR HUMANO
49116;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
49116;PERCEPÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
49116;PLANEJAMENTO DE TRÁFEGO (ATS);DESEMPENHO DO SER HUMANO;PRESTAÇÃO DE SERVIÇOS DE TRÁFEGO AÉREO;FATOR OPERACIONAL
49116;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
49116;PROCESSO DECISÓRIO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
49116;PROCESSOS ORGANIZACIONAIS;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
49116;PUBLICAÇÕES (ATS);INFRAESTRUTURA DE TRÁFEGO AÉREO;***;FATOR OPERACIONAL
49113;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
49113;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL
49053;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
49053;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
49053;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48881;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48881;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48879;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48879;POUCA EXPERIÊNCIA DO PILOTO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48878;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48876;ESQUECIMENTO DO PILOTO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48804;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL
48800;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48797;ATITUDE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
48797;CULTURA DO GRUPO DE TRABALHO;ASPECTO PSICOLÓGICO;PSICOSSOCIAL;FATOR HUMANO
48797;INSTRUÇÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48797;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48797;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48797;SISTEMAS DE APOIO;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
48797;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48796;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48796;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48796;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48795;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48795;PLANEJAMENTO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48791;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48791;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48772;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48772;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL
48762;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL
48762;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48727;ATITUDE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
48727;CAPACITAÇÃO E TREINAMENTO;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
48727;CARACTERÍSTICAS DA TAREFA;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
48727;CLIMA ORGANIZACIONAL;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
48727;CONDIÇÕES METEOROLÓGICAS ADVERSAS;ELEMENTOS RELACIONADOS AO AMBIENTE OPERACIONAL;***;FATOR OPERACIONAL
48727;CULTURA DO GRUPO DE TRABALHO;ASPECTO PSICOLÓGICO;PSICOSSOCIAL;FATOR HUMANO
48727;CULTURA ORGANIZACIONAL;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
48727;LIDERANÇA;ASPECTO PSICOLÓGICO;PSICOSSOCIAL;FATOR HUMANO
48727;ORGANIZAÇÃO DO TRABALHO;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
48727;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48727;PROCESSO DECISÓRIO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
48727;PROCESSOS ORGANIZACIONAIS;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
48727;SISTEMAS DE APOIO;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
48727;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48661;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48661;POUCA EXPERIÊNCIA DO PILOTO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48654;ATENÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
48654;ATITUDE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
48654;COORDENAÇÃO DE CABINE;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48654;MEMÓRIA;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
48654;PERCEPÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
48653;CONDIÇÕES METEOROLÓGICAS ADVERSAS;ELEMENTOS RELACIONADOS AO AMBIENTE OPERACIONAL;***;FATOR OPERACIONAL
48653;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48653;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48652;ATITUDE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
48652;COMUNICAÇÃO;ASPECTO PSICOLÓGICO;PSICOSSOCIAL;FATOR HUMANO
48652;CULTURA DO GRUPO DE TRABALHO;ASPECTO PSICOLÓGICO;PSICOSSOCIAL;FATOR HUMANO
48652;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48652;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48652;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48652;SISTEMAS DE APOIO;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
48630;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48438;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48438;COORDENAÇÃO DE CABINE;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48438;INSTRUÇÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48438;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48438;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48438;POUCA EXPERIÊNCIA DO PILOTO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48438;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48429;ATITUDE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
48429;MEMÓRIA;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
48055;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48055;POUCA EXPERIÊNCIA DO PILOTO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48013;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48013;COORDENAÇÃO DE CABINE;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48013;INSTRUÇÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48013;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48012;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48012;ATENÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
48012;CONDIÇÕES METEOROLÓGICAS ADVERSAS;ELEMENTOS RELACIONADOS AO AMBIENTE OPERACIONAL;***;FATOR OPERACIONAL
48012;INFRAESTRUTURA AEROPORTUÁRIA;INFRAESTRUTURA AEROPORTUÁRIA;***;FATOR OPERACIONAL
48012;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
48012;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47983;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47983;CAPACITAÇÃO E TREINAMENTO;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
47983;COORDENAÇÃO DE CABINE;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47983;CULTURA ORGANIZACIONAL;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
47983;DINÂMICA DE EQUIPE;ASPECTO PSICOLÓGICO;PSICOSSOCIAL;FATOR HUMANO
47983;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47983;PERCEPÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
47983;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47981;ATENÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
47981;ATITUDE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
47981;DESORIENTAÇÃO;ASPECTO MÉDICO;***;FATOR HUMANO
47981;ESTADO EMOCIONAL;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
47981;INDÍCIOS DE ESTRESSE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
47981;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47981;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47981;PERCEPÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
47981;PROCESSO DECISÓRIO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
47966;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47966;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL
47966;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47938;ATENÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
47938;INFRAESTRUTURA AEROPORTUÁRIA;INFRAESTRUTURA AEROPORTUÁRIA;***;FATOR OPERACIONAL
47938;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47938;PLANEJAMENTO DE TRÁFEGO (ATS);DESEMPENHO DO SER HUMANO;PRESTAÇÃO DE SERVIÇOS DE TRÁFEGO AÉREO;FATOR OPERACIONAL
47938;PUBLICAÇÕES (ATS);INFRAESTRUTURA DE TRÁFEGO AÉREO;***;FATOR OPERACIONAL
47938;SISTEMAS DE APOIO;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
47938;SUPERVISÃO (ATS);DESEMPENHO DO SER HUMANO;PRESTAÇÃO DE SERVIÇOS DE TRÁFEGO AÉREO;FATOR OPERACIONAL
47938;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47879;CAPACITAÇÃO E TREINAMENTO;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
47879;ESQUECIMENTO DO PILOTO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47879;INSTRUÇÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47879;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47879;MEMÓRIA;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
47876;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL
47697;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47697;POUCA EXPERIÊNCIA DO PILOTO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47661;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47661;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47659;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47659;ATITUDE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
47659;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47659;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47659;PLANEJAMENTO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47659;PROCESSO DECISÓRIO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
47659;SISTEMAS DE APOIO;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
47659;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47652;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47649;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL
47649;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47354;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL
47339;CONDIÇÕES METEOROLÓGICAS ADVERSAS;ELEMENTOS RELACIONADOS AO AMBIENTE OPERACIONAL;***;FATOR OPERACIONAL
47339;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47156;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47156;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL
47156;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47142;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47142;ATITUDE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
47142;CAPACITAÇÃO E TREINAMENTO;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
47142;CULTURA ORGANIZACIONAL;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
47142;ESTADO EMOCIONAL;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
47142;INFLUÊNCIA DO MEIO AMBIENTE;OUTRO;***;OUTRO
47142;INSTRUÇÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47142;MOTIVAÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
47142;ORGANIZAÇÃO DO TRABALHO;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
47142;PERCEPÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
47142;PLANEJAMENTO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47142;POUCA EXPERIÊNCIA DO PILOTO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47142;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47133;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47110;ATITUDE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
47110;CULTURA DO GRUPO DE TRABALHO;ASPECTO PSICOLÓGICO;PSICOSSOCIAL;FATOR HUMANO
47110;EQUIPAMENTO - CARACTERÍSTICAS ERGONÔMICAS;ERGONOMIA;***;FATOR HUMANO
47110;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47110;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL
47110;MEMÓRIA;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
47108;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47108;ESTADO EMOCIONAL;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
47108;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47108;PROCESSO DECISÓRIO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
47075;INSTRUÇÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47075;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL
47075;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47074;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL
47074;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47047;MANUTENÇÃO DA AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL
47047;ORGANIZAÇÃO DO TRABALHO;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
47047;SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47015;ATITUDE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
47015;CULTURA DO GRUPO DE TRABALHO;ASPECTO PSICOLÓGICO;PSICOSSOCIAL;FATOR HUMANO
47015;INFRAESTRUTURA AEROPORTUÁRIA;INFRAESTRUTURA AEROPORTUÁRIA;***;FATOR OPERACIONAL
47015;INSTRUÇÃO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47015;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47015;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47015;PUBLICAÇÕES (ATS);INFRAESTRUTURA DE TRÁFEGO AÉREO;***;FATOR OPERACIONAL
47015;SISTEMAS DE APOIO;ASPECTO PSICOLÓGICO;ORGANIZACIONAL;FATOR HUMANO
47013;CONDIÇÕES METEOROLÓGICAS ADVERSAS;ELEMENTOS RELACIONADOS AO AMBIENTE OPERACIONAL;***;FATOR OPERACIONAL
47013;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47013;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47013;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47012;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47012;ATITUDE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
47012;CONDIÇÕES METEOROLÓGICAS ADVERSAS;ELEMENTOS RELACIONADOS AO AMBIENTE OPERACIONAL;***;FATOR OPERACIONAL
47012;INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47012;JULGAMENTO DE PILOTAGEM;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47012;PLANEJAMENTO DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
47012;PROCESSO DECISÓRIO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
46969;APLICAÇÃO DE COMANDOS;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL
46969;ATENÇÃO;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
46969;ATITUDE;ASPECTO PSICOLÓGICO;INDIVIDUAL;FATOR HUMANO
46969;CONDIÇÕES METEOROLÓGICAS ADVERSAS;ELEMENTOS RELACIONADOS AO AMBIENTE OPERACIONAL;***;FATOR OPERACIONAL
46969;DESORIENTAÇÃO;ASPECTO MÉDICO;***;FATOR HUMANO
